PLAYER,TEAM,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
Tyreke Evans,IND ,29,69,58,17.3%,0.7,1.6,39.5,58.3,0.5%,0.0,0.0,66.7,16.8%,0.6,1.6,38.7
Tyrone Wallace,LAC ,25,62,16,8.8%,0.1,0.3,31.6,42.1,0.9%,0.0,0.0,100,7.8%,0.1,0.3,23.5
Tyson Chandler,LAL ,36,55,2,2.0%,0.0,0.0,0.0,0.0,1.0%,0.0,0.0,0.0,1.0%,0.0,0.0,0.0
Tyus Jones,MIN ,23,68,45,16.6%,0.4,1.1,36.5,53.4,1.3%,0.0,0.1,33.3,15.2%,0.4,1.0,36.8
Udonis Haslem,MIA ,39,10,5,51.5%,0.4,1.7,23.5,23.5,21.2%,0.4,0.7,57.1,30.3%,0.0,1.0,0.0
Victor Oladipo,IND ,27,36,32,18.7%,1.3,3.1,40.9,58.6,2.4%,0.2,0.4,42.9,16.3%,1.1,2.7,40.6
Vince Carter,ATL ,42,76,71,57.5%,1.4,3.5,39.4,58.4,2.4%,0.1,0.1,36.4,55.1%,1.3,3.4,39.5
Vincent Edwards,HOU ,23,2,2,100%,0.5,2.0,25.0,37.5,0.0%,0.0,0.0,-,100%,0.5,2.0,25.0
Wade Baldwin IV,POR ,23,16,3,9.1%,0.0,0.2,0.0,0.0,0.0%,0.0,0.0,-,9.1%,0.0,0.2,0.0
Walter Lemon Jr.,CHI ,26,6,3,5.9%,0.3,0.8,40.0,60.0,0.0%,0.0,0.0,-,5.9%,0.3,0.8,40.0
Wayne Ellington,DET ,31,53,50,56.9%,1.8,4.9,36.5,54.4,1.3%,0.0,0.1,33.3,55.6%,1.8,4.8,36.6
Wayne Selden,CHI ,24,75,66,31.2%,0.6,2.0,32.0,47.0,1.9%,0.0,0.1,33.3,29.3%,0.6,1.9,31.9
Wendell Carter Jr.,CHI ,20,43,38,26.6%,0.9,2.3,41.2,44.3,19.5%,0.8,1.6,47.9,7.1%,0.1,0.6,23.1
Wes Iwundu,ORL ,24,68,48,30.3%,0.5,1.2,38.6,54.8,3.6%,0.1,0.1,50.0,26.6%,0.4,1.1,37.0
Wesley Johnson,WAS ,31,38,34,53.1%,0.5,1.8,26.5,39.0,6.3%,0.0,0.2,12.5,46.9%,0.5,1.6,28.3
Wesley Matthews,IND ,32,69,68,43.9%,1.8,4.5,40.4,59.6,1.9%,0.1,0.2,46.2,42.1%,1.7,4.3,40.1
Will Barton,DEN ,28,43,40,28.1%,1.1,3.0,38.3,56.6,1.5%,0.1,0.2,28.6,26.5%,1.1,2.8,38.8
Willie Cauley-Stein,SAC ,25,81,37,6.6%,0.2,0.6,36.7,37.8,6.5%,0.2,0.6,35.4,0.1%,0.0,0.0,100
Willy Hernangomez,CHA ,25,58,37,16.8%,0.3,0.9,36.0,50.0,4.4%,0.1,0.2,30.8,12.4%,0.2,0.6,37.8
Wilson Chandler,LAC ,32,50,47,53.5%,1.1,2.9,38.9,58.3,1.5%,0.0,0.1,0.0,52.0%,1.1,2.8,40.0
Yogi Ferrell,SAC ,26,71,46,25.1%,0.5,1.2,37.5,55.7,0.6%,0.0,0.0,50.0,24.5%,0.5,1.2,37.2
Yuta Watanabe,MEM ,24,15,10,33.3%,0.3,1.1,23.5,29.4,5.9%,0.1,0.2,66.7,27.5%,0.1,0.9,14.3
Zach Collins,POR ,21,77,65,33.8%,0.5,1.7,30.6,43.3,5.1%,0.1,0.3,35.0,28.8%,0.4,1.5,29.8
Zach LaVine,CHI ,24,62,55,11.2%,0.8,2.0,38.4,54.8,1.3%,0.1,0.2,46.7,9.9%,0.7,1.8,37.3
Zach Lofton,DET ,26,1,1,100%,0.0,1.0,0.0,0.0,0.0%,0.0,0.0,-,100%,0.0,1.0,0.0
Zaza Pachulia,DET ,35,68,27,19.2%,0.2,0.5,32.4,32.4,18.7%,0.2,0.5,33.3,0.5%,0.0,0.0,0.0
Zhaire Smith,PHI ,20,6,5,38.2%,0.7,2.2,30.8,46.2,2.9%,0.0,0.2,0.0,35.3%,0.7,2.0,33.3
