PLAYER,GP,W,L,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TOV_PCT,E_USG_PCT,E_PACE
Tyler Johnson,72,39,33,29,105.1,103.9,1.2,16.3,1.9,11.9,6.8,8.0,18.5,98.10
Tyler Lydon,1,1,0,2,104.2,225.0,-120.8,0.0,0.0,0.0,0.0,0.0,0.0,76.21
Tyler Ulis,71,20,51,23,100.2,110.2,-10.1,30.1,1.6,6.8,4.2,12.3,18.7,101.34
Tyler Zeller,66,27,39,17,105.7,106.1,-0.3,10.2,10.5,18.5,14.5,10.2,16.1,100.69
Tyreke Evans,52,19,33,31,105.8,105.6,0.2,20.9,3.2,15.6,9.4,9.1,28.6,96.44
Tyrone Wallace,30,17,13,28,106.0,107.1,-1.1,17.8,2.7,10.2,6.6,11.5,16.3,103.56
Tyson Chandler,46,15,31,25,100.0,111.3,-11.2,15.6,12.1,26.6,19.2,17.4,10.6,101.00
Tyus Jones,82,47,35,18,111.8,105.7,6.1,35.4,1.2,9.4,5.2,9.0,12.9,96.79
Udonis Haslem,14,9,5,5,95.5,93.9,1.7,21.9,4.3,10.6,7.4,8.7,12.1,91.27
Vander Blue,5,1,4,9,103.9,88.0,15.9,25.3,0.0,2.6,1.4,25.3,8.5,100.77
Victor Oladipo,75,48,27,34,109.3,102.9,6.4,15.8,2.1,14.6,8.6,10.7,30.0,98.83
Vince Carter,58,20,38,18,102.0,106.2,-4.2,17.1,1.9,15.0,8.2,8.9,14.7,96.83
Vincent Hunter,4,0,4,2,98.3,93.2,5.1,0.0,25.0,20.0,23.1,16.7,26.9,101.10
Wade Baldwin IV,7,4,3,12,106.1,101.9,4.2,14.5,1.6,10.3,6.1,11.6,16.7,97.79
Walter Lemon Jr.,5,4,1,7,109.6,123.6,-13.9,19.0,0.0,7.4,3.7,15.2,27.2,108.33
Wayne Ellington,77,42,35,27,106.4,103.9,2.5,9.1,1.3,10.7,6.0,6.0,17.5,96.65
Wayne Selden,35,10,25,20,100.9,108.7,-7.8,15.9,2.6,6.9,4.7,13.0,22.0,100.03
Wes Iwundu,62,18,44,17,99.1,104.6,-5.5,17.5,3.8,11.3,7.5,9.2,11.7,98.35
Wesley Johnson,74,38,36,20,105.4,107.0,-1.6,12.0,2.2,13.6,8.0,10.8,13.0,101.89
Wesley Matthews,63,20,43,34,103.1,111.1,-7.9,17.3,1.4,9.5,5.2,8.3,17.7,97.38
Will Barton,81,46,35,33,109.1,108.5,0.7,20.6,2.9,14.1,8.5,9.3,20.6,99.36
Willie Cauley-Stein,73,23,50,28,100.6,108.8,-8.2,14.8,7.1,22.7,14.5,9.4,21.8,97.58
Willie Reed,42,20,22,10,108.3,106.5,1.8,5.7,9.0,23.6,16.1,10.9,16.4,102.82
Willy Hernangomez,48,20,28,10,103.9,105.3,-1.4,12.2,13.0,27.6,20.1,12.9,20.9,99.78
Wilson Chandler,74,41,33,32,109.7,108.4,1.2,17.1,4.9,14.1,9.5,9.9,14.4,98.72
Xavier Munford,6,2,4,4,86.9,125.5,-38.6,31.1,6.7,0.0,3.2,15.5,18.6,96.63
Xavier Rathan-Mayes,5,0,5,24,91.5,113.0,-21.4,24.0,0.0,6.1,2.5,14.7,21.3,100.52
Xavier Silas,2,1,1,4,114.5,114.2,0.3,0.0,11.1,12.5,11.8,0.0,16.0,97.94
Yogi Ferrell,82,24,58,28,104.2,103.8,0.4,19.1,1.2,11.0,6.0,7.4,17.1,96.99
Zach Collins,66,41,25,16,107.7,106.6,1.1,12.5,5.0,18.2,11.8,13.9,15.8,96.30
Zach LaVine,24,9,15,27,101.6,114.8,-13.2,13.9,1.4,15.0,7.8,8.3,29.6,100.71
Zach Randolph,59,18,41,26,101.0,114.3,-13.3,12.1,7.1,24.0,15.2,11.0,27.5,97.05
Zaza Pachulia,69,47,22,14,116.7,105.5,11.2,22.4,11.1,25.3,18.6,14.8,16.8,102.63
Zhou Qi,18,14,4,7,83.8,106.8,-23.0,4.1,4.6,13.3,8.8,20.3,16.5,101.20
