PLAYER,GP,W,L,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TOV_PCT,E_USG_PCT,E_PACE
Cameron Payne,40,7,33,18,98.8,114.6,-15.8,27.0,2.0,9.5,5.6,11.5,17.4,102.43
Cameron Reynolds,19,6,13,14,105.8,113.2,-7.4,13.0,1.6,11.3,6.4,5.0,14.4,101.75
Caris LeVert,40,19,21,27,107.4,107.6,-0.2,20.5,3.4,11.3,7.3,9.1,24.1,103.02
Carmelo Anthony,10,4,6,29,99.8,111.4,-11.6,3.5,3.2,18.8,10.3,5.6,20.2,101.47
Cedi Osman,76,17,59,32,104.8,117.9,-13.1,15.8,2.0,14.8,8.1,9.2,18.6,98.99
Chandler Hutchison,44,10,34,20,101.7,107.0,-5.3,11.9,3.7,19.1,11.2,8.8,12.3,100.97
Chandler Parsons,25,11,14,20,101.6,106.1,-4.6,16.0,0.9,14.4,7.6,11.9,19.9,100.22
Channing Frye,36,7,29,10,99.9,124.0,-24.2,12.8,1.1,17.2,8.2,8.3,17.9,96.84
Chasson Randle,49,19,30,15,106.1,111.8,-5.8,25.2,1.4,7.0,4.1,11.2,16.6,102.87
Cheick Diallo,64,27,37,14,106.7,111.1,-4.4,8.6,8.8,29.0,19.0,12.8,16.1,105.97
Chimezie Metu,29,14,15,5,102.9,106.5,-3.6,13.9,6.6,19.4,13.0,16.0,23.1,100.15
Chris Boucher,28,21,7,6,105.9,109.6,-3.8,2.2,9.8,23.8,16.9,7.6,22.1,106.60
Chris Chiozza,7,6,1,5,91.8,108.1,-16.2,30.8,2.3,11.5,5.7,7.7,11.8,100.33
Chris Paul,58,39,19,32,111.9,104.8,7.1,33.0,2.1,14.2,8.0,10.6,22.6,100.30
Christian Wood,21,13,8,12,101.6,110.2,-8.6,4.8,6.7,25.6,16.3,10.2,25.7,108.00
Clint Capela,67,44,23,34,113.2,107.5,5.7,9.3,14.5,27.4,20.8,9.1,18.3,99.10
Cody Zeller,49,22,27,25,110.5,109.7,0.9,17.9,9.5,19.3,14.4,10.9,16.1,102.03
Collin Sexton,82,19,63,32,104.5,117.5,-13.0,13.9,2.3,8.0,5.0,10.6,25.2,99.33
Corey Brewer,31,13,18,16,107.0,107.5,-0.5,19.5,5.1,11.0,7.9,9.5,13.4,103.39
Cory Joseph,82,48,34,25,107.1,101.7,5.5,33.2,2.2,12.7,7.5,8.3,13.7,100.32
Courtney Lee,34,6,28,13,102.8,110.3,-7.4,19.6,2.1,11.9,6.7,7.4,15.6,101.52
Cristiano Felicio,60,16,44,12,105.0,112.8,-7.8,13.2,11.0,21.3,15.9,11.7,14.2,100.35
D'Angelo Russell,81,42,39,30,106.9,107.1,-0.3,23.2,2.3,11.0,6.7,10.4,31.9,103.34
D.J. Augustin,81,42,39,28,109.3,106.7,2.6,32.2,2.0,7.8,4.9,9.7,17.3,99.58
D.J. Wilson,48,37,11,18,107.8,102.5,5.3,14.6,5.3,19.3,12.6,9.0,14.5,104.98
DJ Stephens,1,0,1,7,71.1,92.6,-21.5,0.0,0.0,0.0,0.0,33.3,13.7,117.91
Dairis Bertans,12,3,9,14,98.6,113.6,-15.0,16.9,1.2,3.9,2.6,3.4,12.3,105.38
Damian Jones,24,15,9,17,114.1,108.9,5.2,20.9,9.8,11.3,10.7,11.9,11.5,101.78
Damian Lillard,80,51,29,36,113.8,106.9,6.9,21.9,2.6,11.2,7.0,8.4,28.8,102.58
Damion Lee,32,18,14,12,104.2,109.1,-4.9,8.1,2.2,15.3,8.8,6.8,16.9,102.44
Damyean Dotson,73,12,61,27,102.6,110.0,-7.4,14.3,1.8,12.1,6.9,7.5,17.4,101.56
Daniel Hamilton,19,7,12,11,101.4,109.6,-8.3,21.9,4.9,18.2,11.6,15.9,15.7,103.44
Daniel Theis,66,38,28,14,110.5,103.3,7.2,17.0,9.8,16.4,13.0,8.2,15.5,102.22
Danilo Gallinari,68,40,28,30,112.2,110.4,1.8,13.3,3.0,18.8,11.1,7.4,24.2,102.38
Danny Green,80,56,24,28,117.0,102.6,14.4,14.8,3.1,12.0,7.8,8.8,14.1,102.14
Dante Cunningham,64,36,28,15,104.0,111.3,-7.3,21.0,5.4,16.6,10.9,9.2,8.8,100.94
Dante Exum,42,21,21,16,105.2,102.3,3.0,25.0,2.7,8.5,5.7,11.8,21.4,101.50
Danuel House Jr.,39,27,12,25,117.0,107.2,9.8,11.2,2.8,12.7,7.8,9.8,14.1,101.22
Dario Saric,81,39,42,25,108.3,109.6,-1.3,12.9,6.6,17.3,12.0,9.8,17.8,103.80
Darius Miller,69,31,38,26,109.3,109.0,0.2,20.3,0.8,6.5,3.7,8.2,13.5,105.36
Darren Collison,76,45,31,28,108.0,106.4,1.6,34.6,1.9,10.0,6.0,9.4,17.8,100.14
Daryl Macon,8,4,4,11,103.0,106.0,-2.9,16.2,2.0,11.9,6.5,13.9,17.2,100.20
David Nwaba,51,14,37,19,107.8,112.3,-4.5,14.1,4.5,14.5,9.3,7.6,14.5,98.42
Davis Bertans,76,44,32,22,116.4,108.0,8.4,16.1,1.6,15.9,8.9,6.9,14.0,101.49
Davon Reed,10,4,6,5,115.5,97.8,17.7,18.8,3.5,8.9,5.9,6.3,10.7,108.86
De'Aaron Fox,81,39,42,31,109.1,107.6,1.5,28.1,1.7,10.6,6.0,10.8,24.2,106.75
De'Anthony Melton,50,13,37,20,105.5,112.2,-6.6,31.7,2.8,13.1,7.7,14.9,15.0,103.04
DeAndre Jordan,69,25,44,30,103.6,109.2,-5.6,17.9,11.9,34.5,23.4,17.6,15.0,101.31
DeAndre' Bembry,82,29,53,24,104.2,109.4,-5.2,19.8,2.9,16.9,9.8,13.9,17.3,106.37
DeMar DeRozan,77,44,33,35,110.3,108.9,1.4,21.8,2.2,16.6,9.4,9.1,28.3,99.49
DeMarcus Cousins,30,23,7,26,110.6,104.9,5.7,17.4,6.4,25.8,16.9,11.7,28.6,103.56
DeMarre Carroll,67,36,31,25,107.7,106.1,1.6,10.1,4.2,17.3,10.8,8.7,18.6,103.21
DeVaughn Akoon-Purcell,7,7,0,3,113.7,109.6,4.1,31.8,4.5,15.8,9.8,10.6,24.4,100.27
Deandre Ayton,71,17,54,31,104.6,112.5,-8.0,10.4,11.1,26.8,18.7,10.5,21.3,102.01
Delon Wright,75,45,30,23,105.7,106.3,-0.5,26.1,4.2,12.6,8.4,8.1,17.6,101.60
Demetrius Jackson,6,5,1,7,106.2,115.5,-9.3,22.0,5.1,2.9,4.1,4.4,19.0,108.09
Deng Adel,19,4,15,10,101.0,111.2,-10.2,10.3,1.6,9.6,5.3,12.3,10.0,95.45
Dennis Schroder,79,47,32,29,108.2,104.9,3.2,19.0,1.7,11.5,6.4,10.1,24.3,105.05
Dennis Smith Jr.,53,21,32,29,101.8,106.6,-4.8,22.4,2.3,8.3,5.3,13.7,24.8,102.10
Deonte Burton,32,21,11,8,99.5,93.1,6.3,8.5,1.6,10.2,5.7,8.5,16.8,102.34
Derrick Favors,76,46,30,23,107.3,101.9,5.4,10.0,12.7,21.3,17.0,9.4,19.4,101.75
Derrick Jones Jr.,60,31,29,19,103.0,104.3,-1.3,8.1,8.8,13.3,11.0,9.4,15.7,99.44
Derrick Rose,51,24,27,27,110.3,109.8,0.6,19.5,2.6,8.0,5.3,7.3,26.9,104.64
Derrick White,67,41,26,26,112.6,105.8,6.7,27.5,2.3,13.2,7.9,10.1,18.1,99.01
Devin Booker,64,15,49,35,107.0,114.0,-7.1,20.1,1.9,11.2,6.5,12.3,32.7,103.24
Devin Harris,68,28,40,16,105.8,109.8,-4.0,20.9,1.2,10.3,5.6,9.6,18.6,100.63
Devin Robinson,7,1,6,14,110.4,117.0,-6.6,13.0,6.5,15.4,10.9,4.3,17.9,100.34
Devonte' Graham,46,18,28,15,105.0,112.1,-7.1,31.2,1.5,8.9,5.0,7.7,17.1,100.70
Dewayne Dedmon,64,24,40,25,106.6,112.2,-5.6,12.0,7.1,25.6,16.3,11.2,17.0,104.38
Deyonta Davis,9,3,6,13,97.6,109.0,-11.4,14.5,7.0,21.0,13.5,8.7,10.0,107.17
Dillon Brooks,18,9,9,18,106.2,106.8,-0.6,9.4,3.2,8.7,5.8,11.2,21.6,97.01
Dion Waiters,44,20,24,26,104.2,106.3,-2.2,17.7,0.7,10.6,5.6,9.4,21.7,99.30
Dirk Nowitzki,51,17,34,16,105.3,110.8,-5.5,7.8,0.7,20.2,10.4,4.0,22.7,100.31
Domantas Sabonis,74,43,31,25,107.4,103.0,4.4,17.7,11.5,30.5,21.1,13.3,23.3,100.28
Donatas Motiejunas,3,3,0,4,74.1,130.4,-56.3,9.2,15.4,8.3,12.0,27.6,34.5,98.53
Donovan Mitchell,77,49,28,34,109.3,102.6,6.7,14.3,2.5,10.5,6.6,9.7,31.5,102.60
Donte DiVincenzo,27,20,7,15,111.1,99.6,11.4,17.3,4.1,11.1,7.8,10.6,14.8,106.06
Donte Grantham,3,2,1,1,100.0,150.0,-50.0,0.0,0.0,0.0,0.0,0.0,50.0,78.96
Dorian Finney-Smith,81,33,48,25,106.0,107.9,-2.0,12.8,7.4,13.5,10.5,10.0,13.9,101.47
Doug McDermott,77,43,34,17,107.2,103.0,4.1,11.8,1.4,7.4,4.5,7.4,16.0,100.80
Dragan Bender,46,9,37,18,103.5,112.3,-8.8,17.8,4.3,19.2,11.7,11.8,13.2,104.02
Draymond Green,66,48,18,31,115.5,104.2,11.2,41.8,3.4,20.2,12.4,15.6,13.1,104.10
Drew Eubanks,23,13,10,5,98.4,109.2,-10.8,15.0,6.4,22.6,15.6,17.1,15.5,98.11
Duncan Robinson,15,7,8,11,96.7,108.8,-12.1,8.7,1.3,10.1,5.8,6.9,13.9,102.39
Dusty Hannahs,2,0,2,13,90.5,104.7,-14.3,26.5,0.0,5.3,2.2,5.3,22.9,108.05
Dwayne Bacon,43,20,23,18,110.6,112.3,-1.7,13.7,1.1,11.9,6.5,5.3,17.2,100.27
Dwight Howard,9,4,5,26,102.7,111.5,-8.8,3.6,11.5,29.6,20.4,14.5,19.6,104.42
Dwight Powell,77,31,46,22,110.8,110.3,0.5,14.4,9.3,18.3,13.7,8.6,17.3,100.78
Dwyane Wade,72,35,37,26,104.4,106.2,-1.8,19.7,3.8,12.1,7.9,10.9,27.6,101.76
Dzanan Musa,9,4,5,4,98.1,95.7,2.4,6.9,2.2,11.4,6.2,13.9,25.7,102.06
E'Twaun Moore,53,21,32,28,110.6,110.9,-0.2,14.2,2.5,6.4,4.5,8.2,17.4,104.69
Ed Davis,81,42,39,18,105.7,102.0,3.7,12.2,15.4,34.6,24.9,12.8,12.8,101.37
Edmond Sumner,23,14,9,9,99.3,107.3,-8.0,10.6,4.5,7.4,5.9,10.6,16.5,106.40
Ekpe Udoh,51,35,16,6,109.2,110.7,-1.5,22.2,9.7,21.3,15.7,10.3,13.7,102.40
Elfrid Payton,42,18,24,30,109.8,112.7,-2.9,36.5,4.1,14.2,9.1,12.8,18.1,106.74
Elie Okobo,53,7,46,18,101.0,111.5,-10.5,25.1,1.3,10.3,5.7,13.6,17.2,100.98
Emanuel Terry,3,0,3,8,113.0,109.5,3.5,15.7,21.4,26.7,24.1,15.7,18.5,110.10
Emmanuel Mudiay,59,13,46,27,103.5,113.6,-10.1,19.2,2.1,10.9,6.4,11.8,25.4,102.24
Enes Kanter,67,28,39,25,104.4,112.2,-7.7,11.6,15.6,27.3,21.1,11.8,22.4,101.25
Eric Bledsoe,78,59,19,29,114.1,103.1,11.0,25.8,3.9,11.8,8.1,9.9,22.9,105.58
Eric Gordon,68,44,24,32,114.7,107.1,7.6,10.5,0.8,6.9,3.8,7.4,21.9,100.93
Eric Moreland,5,3,2,9,86.4,101.5,-15.1,25.0,12.5,38.1,27.0,31.3,12.4,100.98
Ersan Ilyasova,67,49,18,18,111.0,102.3,8.7,10.1,8.1,17.0,12.7,9.3,15.5,104.68
Evan Fournier,81,42,39,32,109.1,107.3,1.8,18.5,1.6,9.6,5.5,9.7,22.2,99.78
Evan Turner,73,47,26,22,109.7,109.2,0.5,31.9,2.5,18.6,10.8,12.9,16.1,100.98
Frank Jackson,61,22,39,19,106.2,111.5,-5.3,11.6,2.2,9.5,5.8,8.1,18.3,107.36
Frank Kaminsky,47,22,25,16,108.7,110.2,-1.5,14.0,5.4,18.5,11.7,9.1,22.1,100.40
Frank Mason,38,16,22,12,101.4,114.2,-12.8,26.7,1.4,9.6,5.3,11.5,22.1,106.52
Frank Ntilikina,43,9,34,21,101.8,110.0,-8.2,25.6,1.3,9.2,5.1,11.9,16.7,102.32
Fred VanVleet,64,46,18,28,112.4,103.8,8.6,29.5,1.4,8.8,5.2,7.9,18.2,100.77
Furkan Korkmaz,48,30,18,14,113.2,107.3,6.0,15.2,2.6,15.0,8.8,7.3,18.1,103.50
Garrett Temple,75,37,38,27,104.5,105.8,-1.3,14.8,1.5,10.4,5.9,9.8,13.4,100.00
Gary Clark,51,33,18,13,110.0,109.8,0.2,10.1,4.0,16.4,10.0,3.9,10.8,100.54
Gary Harris,57,38,19,29,109.9,104.3,5.7,14.2,2.7,7.9,5.3,7.6,19.8,100.65
Gary Payton II,3,2,1,5,124.9,94.5,30.4,30.8,7.1,5.9,6.5,7.7,22.6,111.40
Gary Trent Jr.,15,14,1,7,114.7,115.2,-0.5,8.1,1.1,8.9,5.4,6.4,22.5,102.36
George Hill,60,39,21,22,108.7,103.0,5.7,22.5,3.2,8.4,5.9,8.5,15.2,102.17
George King,1,0,1,6,110.3,167.7,-57.4,0.0,0.0,33.3,10.0,0.0,0.0,95.19
Georges Niang,59,41,18,9,107.6,109.7,-2.1,14.0,2.3,15.6,9.1,9.2,18.1,103.57
Gerald Green,73,47,26,20,113.4,109.5,4.0,5.7,2.2,11.4,6.8,7.8,19.6,100.79
Giannis Antetokounmpo,72,56,16,33,113.3,101.6,11.8,18.9,7.5,30.3,19.7,12.0,32.2,105.87
Glenn Robinson III,47,24,23,13,101.7,103.3,-1.7,9.0,2.9,10.0,6.3,7.7,14.9,99.60
Goran Dragic,36,16,20,28,106.8,106.3,0.5,24.1,2.1,9.7,5.9,9.8,23.0,103.53
Gordon Hayward,72,44,28,26,110.5,105.8,4.8,22.9,2.9,16.0,9.4,9.8,18.8,102.27
Gorgui Dieng,76,33,43,14,106.2,111.3,-5.1,13.0,8.2,25.3,16.4,10.3,20.1,102.08
Grayson Allen,38,22,16,11,102.6,113.1,-10.4,9.5,0.8,5.3,3.0,12.6,24.8,102.26
Greg Monroe,43,28,15,11,100.0,106.9,-6.9,8.7,13.5,24.4,18.5,11.6,21.7,103.80
Guerschon Yabusele,41,27,14,6,106.0,106.8,-0.8,12.9,9.1,11.9,10.5,12.9,17.7,100.38
Hamidou Diallo,51,29,22,10,103.7,109.3,-5.6,7.4,7.4,12.3,9.7,10.0,16.5,104.46
Harrison Barnes,77,34,43,33,106.9,107.9,-1.1,8.4,2.4,12.3,7.4,7.2,20.8,103.47
Harry Giles III,58,26,32,14,105.8,108.5,-2.8,15.6,8.4,19.6,14.1,13.4,23.5,106.02
Hassan Whiteside,72,33,39,23,105.1,104.6,0.4,6.0,15.9,34.4,25.2,10.3,22.2,100.99
Haywood Highsmith,5,2,3,8,102.6,129.3,-26.6,14.4,0.0,16.1,7.0,7.2,11.7,106.71
Henry Ellenson,19,4,15,14,104.3,106.5,-2.3,12.2,2.0,23.5,12.8,6.9,19.4,100.52
Ian Clark,60,24,36,16,105.9,109.6,-3.7,17.1,1.4,8.0,4.7,10.5,19.1,106.26
Ian Mahinmi,34,12,22,15,101.5,104.1,-2.6,14.1,10.0,18.7,14.1,11.9,13.1,101.51
Ike Anigbogu,3,2,1,2,84.6,109.4,-24.8,20.0,14.3,25.0,20.0,20.0,28.6,97.09
Iman Shumpert,62,39,23,24,108.1,109.3,-1.2,17.8,1.8,11.3,6.4,8.0,14.5,104.88
Isaac Bonga,22,7,15,6,97.0,92.2,4.8,24.8,7.4,12.6,10.1,9.9,15.7,105.01
Isaac Humphries,5,1,4,11,96.8,114.2,-17.4,0.0,6.2,14.3,9.6,0.0,14.5,110.47
Isaiah Briscoe,39,17,22,14,102.7,100.2,2.4,32.5,0.9,12.7,6.8,11.6,14.2,100.50
Isaiah Canaan,30,10,20,21,102.4,115.2,-12.8,28.6,1.1,9.5,5.2,11.9,15.0,99.64
Isaiah Hartenstein,28,15,13,8,112.3,104.4,7.9,20.0,10.8,14.5,12.6,17.3,11.6,102.20
Isaiah Hicks,3,1,2,11,102.2,104.3,-2.1,15.2,6.3,16.1,11.1,7.6,16.1,97.77
Isaiah Thomas,12,6,6,15,99.7,105.0,-5.3,15.1,2.6,4.5,3.5,11.9,28.4,106.36
Ish Smith,56,33,23,22,110.2,106.9,3.3,26.0,1.9,11.1,6.3,7.8,19.8,99.52
Ivan Rabb,49,20,29,15,103.5,109.7,-6.2,16.3,10.9,22.3,16.4,10.6,17.1,98.36
Ivica Zubac,59,32,27,18,106.6,104.0,2.6,11.1,11.9,23.9,18.1,12.3,20.4,104.70
J.J. Barea,38,20,18,20,108.3,105.6,2.8,30.0,1.9,12.1,7.0,10.3,27.2,103.64
J.P. Macura,2,1,1,8,98.5,91.2,7.3,18.2,0.0,15.0,8.1,0.0,22.8,100.83
JJ Redick,76,49,27,31,110.5,105.2,5.3,14.2,0.9,6.9,4.1,7.0,21.7,104.77
JR Smith,11,1,10,20,102.8,103.9,-1.1,18.2,0.0,9.1,4.5,9.5,18.3,101.70
JaKarr Sampson,4,1,3,32,105.5,107.7,-2.1,5.6,4.0,22.0,13.0,5.6,23.6,99.94
JaMychal Green,65,31,34,21,102.7,109.6,-6.9,7.6,8.0,25.1,16.3,13.2,19.0,101.96
JaVale McGee,75,35,40,22,105.6,110.5,-4.9,6.0,12.6,22.3,17.6,12.4,20.1,105.69
Jabari Parker,64,18,46,27,104.4,110.3,-6.0,13.4,5.0,20.9,13.1,13.3,24.4,103.21
Jacob Evans,30,21,9,7,100.8,108.3,-7.5,26.3,3.2,9.5,6.5,12.6,13.9,100.43
Jae Crowder,80,48,32,27,109.4,104.9,4.5,12.1,3.0,15.8,9.5,7.7,18.9,103.27
Jahlil Okafor,59,23,36,16,105.5,112.1,-6.6,8.1,9.4,21.3,15.5,10.5,20.5,103.72
Jake Layman,71,46,25,19,110.4,108.7,1.7,9.6,4.7,12.7,8.8,8.3,16.0,101.27
Jakob Poeltl,77,43,34,17,110.9,106.0,4.9,19.7,14.9,19.5,17.2,10.2,12.9,100.51
Jalen Brunson,73,27,46,22,106.9,109.8,-2.9,24.6,1.6,9.8,5.7,9.4,19.0,101.06
Jalen Jones,16,3,13,13,108.2,112.5,-4.3,7.9,5.8,13.3,9.4,9.0,16.8,100.05
Jamal Crawford,64,13,51,19,101.0,115.4,-14.4,28.1,0.7,7.0,3.9,12.2,20.5,104.74
Jamal Murray,75,49,26,33,111.4,107.8,3.5,20.3,3.0,11.1,7.1,8.8,24.9,100.20
James Ennis III,58,35,23,21,110.0,109.5,0.5,10.1,5.5,11.3,8.4,8.4,12.7,101.37
James Harden,78,51,27,37,114.4,108.7,5.7,18.0,2.6,17.9,10.2,11.9,40.6,99.71
James Johnson,55,27,28,21,102.7,106.7,-4.0,21.8,2.0,13.8,7.9,12.0,18.1,99.95
James Nunnally,15,8,7,7,112.5,125.4,-12.8,16.0,0.0,5.7,2.8,2.3,16.1,101.03
Jared Dudley,59,28,31,21,108.8,107.8,1.0,21.5,3.0,10.9,6.9,11.2,10.7,100.85
Jared Terrell,14,4,10,8,96.5,108.0,-11.4,18.9,0.9,4.9,2.7,15.7,20.3,99.67
Jarell Martin,42,20,22,8,107.4,102.8,4.6,13.1,3.4,20.9,11.8,8.0,15.9,101.76
Jaren Jackson Jr.,58,23,35,26,100.7,103.2,-2.5,7.6,5.4,15.0,10.1,11.7,23.5,97.00
Jaron Blossomgame,27,4,23,16,105.2,109.4,-4.3,9.6,6.2,18.4,12.1,8.1,12.4,97.63
Jarred Vanderbilt,17,10,7,4,102.3,94.1,8.2,8.7,8.9,23.5,15.6,23.3,18.6,107.47
Jarrett Allen,80,42,38,26,107.9,110.1,-2.2,12.2,10.0,23.5,17.0,11.4,16.0,103.88
Jason Smith,20,10,10,10,98.0,108.3,-10.3,15.0,8.6,19.7,14.1,14.0,17.4,104.87
Jawun Evans,8,4,4,8,79.5,114.1,-34.6,33.3,1.8,20.0,10.8,20.0,14.8,97.85
Jaylen Adams,34,13,21,13,103.6,108.9,-5.3,31.4,2.5,12.6,7.2,13.5,13.6,106.31
Jaylen Brown,74,41,33,26,108.1,105.2,3.0,9.3,3.6,13.8,8.7,9.2,22.0,102.62
Jaylen Morris,4,4,0,7,109.3,89.5,19.8,25.2,0.0,16.1,7.5,6.3,15.0,110.16
