PLAYER,GP,W,L,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TOV_PCT,E_USG_PCT,E_PACE
Torrey Craig,75,50,25,20,110.9,108.8,2.1,14.2,6.4,12.7,9.6,8.6,12.4,99.52
Trae Young,81,29,52,31,107.5,113.9,-6.4,27.2,2.7,10.2,6.4,12.8,28.3,106.67
Treveon Graham,35,19,16,20,108.0,106.2,1.8,13.5,3.2,12.0,7.6,6.8,12.5,105.72
Trevon Duval,3,2,1,2,128.7,109.1,19.6,40.0,0.0,20.0,12.5,0.0,27.6,93.72
Trevor Ariza,69,22,47,34,106.2,113.3,-7.1,21.6,2.3,15.6,8.8,9.1,16.8,102.88
Trey Burke,58,16,42,19,106.1,108.2,-2.1,19.6,2.5,6.7,4.6,6.0,24.9,101.70
Trey Lyles,64,42,22,18,105.2,106.4,-1.1,12.4,4.2,19.4,11.8,9.7,23.6,100.76
Tristan Thompson,43,8,35,28,105.1,117.4,-12.3,15.0,15.4,26.6,20.7,10.3,17.7,98.29
Troy Brown Jr.,52,20,32,14,110.6,110.8,-0.2,21.9,5.0,16.5,10.6,8.2,16.4,102.53
Troy Caupain,4,3,1,4,133.5,108.8,24.7,33.3,7.7,20.0,13.0,0.0,22.9,91.13
Troy Daniels,51,13,38,15,104.0,111.5,-7.5,7.7,1.8,9.0,5.3,8.0,17.6,102.41
Troy Williams,21,7,14,15,100.4,109.2,-8.9,8.8,3.7,16.7,9.8,7.2,14.6,108.85
Tyler Cavanaugh,11,7,4,4,90.7,127.8,-37.1,7.8,7.0,14.3,10.3,7.8,12.8,104.66
Tyler Davis,1,1,0,1,0.0,0.0,0.0,0.0,50.0,0.0,33.3,0.0,50.0,52.65
Tyler Dorsey,48,11,37,15,106.2,108.7,-2.5,15.0,4.0,13.3,8.6,7.2,18.9,104.30
Tyler Johnson,57,26,31,27,103.6,108.1,-4.5,20.1,2.4,9.9,6.1,9.3,18.4,101.59
Tyler Lydon,25,20,5,4,103.5,109.5,-6.0,20.5,6.7,14.5,9.9,13.6,10.5,100.48
Tyler Ulis,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.95
Tyler Zeller,6,3,3,16,113.5,106.0,7.5,8.7,12.2,14.3,13.3,8.7,19.2,100.34
Tyreke Evans,69,41,28,20,106.2,102.6,3.6,16.4,2.6,13.1,7.9,11.6,26.3,100.96
Tyrone Wallace,62,34,28,10,108.5,104.6,3.9,13.1,3.4,12.6,8.2,11.2,18.0,107.66
Tyson Chandler,55,26,29,16,102.1,103.9,-1.8,17.1,10.5,23.7,17.2,19.4,8.5,105.67
Tyus Jones,68,29,39,23,108.0,108.7,-0.7,38.5,1.6,7.8,4.6,5.5,14.3,102.68
Udonis Haslem,10,8,2,8,84.2,102.3,-18.1,5.0,3.5,26.1,15.2,7.5,20.7,107.75
Victor Oladipo,36,25,11,32,108.3,103.1,5.1,20.3,2.1,17.4,9.8,8.9,28.2,99.78
Vince Carter,76,25,51,18,102.2,107.8,-5.5,13.8,2.4,13.1,7.6,7.6,16.9,106.81
Vincent Edwards,2,1,1,8,109.6,117.3,-7.7,0.0,5.9,6.7,6.3,0.0,11.2,99.62
Wade Baldwin IV,16,10,6,6,82.7,117.1,-34.3,18.8,2.1,13.5,7.8,21.9,23.8,101.65
Walter Lemon Jr.,6,1,5,28,102.7,110.6,-8.0,22.8,2.4,15.0,8.4,7.6,26.2,100.87
Wayne Ellington,53,26,27,25,105.5,106.6,-1.1,12.2,1.1,8.2,4.4,6.8,17.1,99.28
Wayne Selden,75,27,48,19,102.7,112.0,-9.3,15.3,2.7,11.1,6.8,11.1,18.3,100.86
Wendell Carter Jr.,44,10,34,25,95.9,109.2,-13.3,13.8,8.4,22.1,15.1,11.5,19.4,100.31
Wes Iwundu,68,36,32,18,104.8,103.2,1.6,16.7,3.1,12.2,7.6,10.1,12.7,101.36
Wesley Johnson,38,17,21,14,103.8,111.7,-7.9,13.0,2.3,11.5,6.9,10.1,12.0,105.36
Wesley Matthews,69,27,42,30,106.4,109.0,-2.6,15.7,1.7,7.0,4.4,8.9,17.9,101.30
Will Barton,43,27,16,28,108.3,108.3,-0.1,18.2,2.9,15.2,9.1,9.5,20.0,101.15
Willie Cauley-Stein,81,39,42,27,109.1,107.7,1.4,17.2,8.2,23.7,15.7,7.4,17.5,105.50
Willy Hernangomez,58,31,27,14,107.6,114.3,-6.7,12.6,14.9,27.3,20.8,12.2,21.1,104.03
Wilson Chandler,51,35,16,23,112.9,108.8,4.1,19.9,4.6,14.6,9.8,11.2,11.8,103.14
Yante Maten,2,1,1,7,92.1,88.5,3.6,0.0,10.0,11.1,10.7,0.0,13.2,101.87
Yogi Ferrell,71,33,38,15,107.7,109.0,-1.4,24.5,1.3,9.8,5.4,7.2,16.7,103.23
Yuta Watanabe,15,5,10,12,109.8,103.5,6.3,11.5,2.4,17.5,9.7,8.6,15.2,99.90
Zach Collins,77,51,26,18,107.3,108.4,-1.2,11.8,9.1,16.0,12.7,12.8,17.1,100.12
Zach LaVine,63,16,47,35,103.5,111.2,-7.7,15.7,2.0,12.6,7.4,12.0,30.3,101.59
Zach Lofton,1,1,0,4,107.5,94.8,12.7,0.0,0.0,0.0,0.0,50.0,26.9,101.63
Zaza Pachulia,68,35,33,13,100.9,105.8,-4.9,23.0,11.5,20.8,16.0,14.4,15.0,99.62
Zhaire Smith,6,2,4,18,117.3,110.1,7.2,18.7,3.2,9.4,6.5,11.2,16.9,104.20
Zhou Qi,1,0,1,1,100.0,138.9,-38.9,0.0,0.0,0.0,0.0,0.0,50.0,122.64
