PLAYER,ESV
Joe Johnson,10.38
Troy Daniels,10.38
Garrett Temple,10.37
Anthony Davis,10.36
Khris Middleton,10.36
Malcolm Brogdon,10.35
Arron Afflalo,10.34
Gorgui Dieng,10.34
Alan Williams,10.33
Marco Belinelli,10.33
Andre Roberson,10.32
Jaylen Brown,10.32
Timofey Mozgov,10.32
Damian Lillard,10.3
Jahlil Okafor,10.29
John Henson,10.29
Jon Leuer,10.29
Blake Griffin,10.28
Spencer Dinwiddie,10.28
Taj Gibson,10.27
Jeremy Lin,10.26
T.J. Warren,10.24
Deron Williams,10.21
Ersan Ilyasova,10.21
Kevin Love,10.21
Lou Williams,10.21
Vince Carter,10.21
Victor Oladipo,10.2
Ben McLemore,10.19
Jrue Holiday,10.19
Marvin Williams,10.18
Beno Udrih,10.17
Evan Fournier,10.17
Jusuf Nurkic,10.16
Kristaps Porzingis,10.14
Joel Embiid,10.13
Will Barton,10.13
Rudy Gay,10.12
Nemanja Bjelica,10.11
Iman Shumpert,10.1
Marquese Chriss,10.1
Norman Powell,10.1
Derrick Williams,10.09
Alex Len,10.07
Marc Gasol,10.07
DeMarre Carroll,10.05
Mindaugas Kuzminskas,10.05
Nik Stauskas,10.05
Aaron Gordon,10.03
Gerald Green,10.03
Mirza Teletovic,10.02
DeMarcus Cousins,10.0
Al Jefferson,9.99
Jeremy Lamb,9.99
Harrison Barnes,9.96
Jordan Clarkson,9.96
Julius Randle,9.95
Wesley Matthews,9.95
Rodney Hood,9.94
Dirk Nowitzki,9.92
Markieff Morris,9.92
Rodney McGruder,9.91
Robin Lopez,9.89
Elfrid Payton,9.88
Jeff Teague,9.87
Jimmy Butler,9.87
Yogi Ferrell,9.87
Jamal Murray,9.86
Troy Williams,9.86
Dennis Schroder,9.85
Manu Ginobili,9.85
Shelvin Mack,9.85
Thabo Sefolosha,9.85
Joffrey Lauvergne,9.84
Meyers Leonard,9.84
Robert Covington,9.84
Dion Waiters,9.83
Justin Anderson,9.83
J.J. Barea,9.82
Sean Kilpatrick,9.82
Derrick Favors,9.81
Langston Galloway,9.81
Ty Lawson,9.81
Carmelo Anthony,9.8
Cory Joseph,9.8
Denzel Valentine,9.8
Devin Harris,9.8
Terrence Jones,9.79
Tyler Johnson,9.79
LaMarcus Aldridge,9.77
Lance Thomas,9.76
PJ Tucker,9.76
Solomon Hill,9.76
Tony Parker,9.74
D'Angelo Russell,9.73
Leandro Barbosa,9.73
Dante Exum,9.72
Eric Bledsoe,9.72
Kentavious Caldwell-Pope,9.71
Andrew Wiggins,9.69
Matt Barnes,9.69
Draymond Green,9.68
Michael Kidd-Gilchrist,9.66
Raymond Felton,9.66
John Wall,9.64
Paul Millsap,9.64
JR Smith,9.63
Nikola Vucevic,9.62
Paul Zipser,9.62
Derrick Rose,9.61
Monta Ellis,9.6
Marcus Morris,9.59
Jamal Crawford,9.58
Timothe Luwawu-Cabarrot,9.58
Gerald Henderson,9.57
Sergio Rodriguez,9.57
DeMar DeRozan,9.54
Russell Westbrook,9.53
Devin Booker,9.52
Kelly Oubre Jr.,9.51
D.J. Augustin,9.47
Frank Kaminsky,9.47
Kent Bazemore,9.47
Nicolas Batum,9.47
Tony Allen,9.47
T.J. McConnell,9.44
Al-Farouq Aminu,9.43
Reggie Jackson,9.4
Hollis Thompson,9.36
Anthony Morrow,9.35
Josh Richardson,9.35
Dario Saric,9.33
Zach Randolph,9.27
Marcus Thornton,9.26
Tyreke Evans,9.24
Jonathon Simmons,9.23
Matthew Dellavedova,9.22
Ish Smith,9.21
Dwyane Wade,9.17
Taurean Prince,9.17
Rajon Rondo,9.08
Luol Deng,9.06
Alec Burks,9.05
Evan Turner,9.04
Ricky Rubio,9.04
Tim Frazier,9.04
Domantas Sabonis,9.02
Tyler Ulis,9.02
Jeff Green,8.97
Isaiah Whitehead,8.95
Brandon Ingram,8.94
Rondae Hollis-Jefferson,8.91
Trey Lyles,8.86
Brandon Knight,8.85
Brandon Jennings,8.74
Terry Rozier,8.73
Josh McRoberts,8.62
Emmanuel Mudiay,8.59
Marcus Smart,8.55
Mario Hezonja,8.48
Ramon Sessions,8.43
Rodney Stuckey,8.25
Malcolm Delaney,8.18
Toney Douglas,8.17
Cameron Payne,8.11
Chandler Parsons,7.95
Michael Carter-Williams,7.83
Andrew Harrison,7.78
