PLAYER,ESV
Josh Smith,9.17
Chris Webber,9.15
Troy Hudson,9.14
Brad Miller,9.13
Anthony Johnson,9.09
Darko Milicic,9.08
Ben Wallace,9.07
Joe Smith,9.07
Ersan Ilyasova,9.06
Desmond Mason,9.04
Chris Kaman,9.02
Earl Watson,9.01
Dorell Wright,8.97
T.J. Ford,8.97
Travis Outlaw,8.94
Bobby Jackson,8.92
Keyon Dooling,8.9
Willie Green,8.88
Carlos Arroyo,8.85
Marvin Williams,8.84
Sam Cassell,8.84
Marcus Williams,8.81
Larry Hughes,8.78
Channing Frye,8.77
Flip Murray,8.77
Fred Jones,8.77
Gary Payton,8.75
Raymond Felton,8.75
Jermaine O'Neal,8.73
Brevin Knight,8.52
Beno Udrih,8.48
Jamaal Tinsley,8.46
Adam Morrison,8.42
Rajon Rondo,8.42
Yakhouba Diawara,8.42
Derek Fisher,8.3
Sebastian Telfair,8.26
Marc Jackson,8.19
Bonzi Wells,8.16
P.J. Brown,8.16
Mardy Collins,8.14
Rashad McCants,8.13
Speedy Claxton,6.8
