PLAYER,ESV
Eddie Jones,9.92
Mehmet Okur,9.91
Carmelo Anthony,9.89
Tony Allen,9.88
David Wesley,9.87
Martell Webster,9.85
Keith Van Horn,9.84
Kobe Bryant,9.84
Antawn Jamison,9.83
Stromile Swift,9.83
Donyell Marshall,9.82
Gerald Green,9.81
Michael Finley,9.81
Josh Howard,9.77
Jumaine Jones,9.77
Clifford Robinson,9.76
Tayshaun Prince,9.75
Kurt Thomas,9.73
Matt Carroll,9.73
Marquis Daniels,9.71
Matt Harpring,9.71
Anthony Johnson,9.69
Darius Songaila,9.69
Andrei Kirilenko,9.68
Mo Williams,9.68
Ryan Gomes,9.68
Tim Duncan,9.68
Corey Maggette,9.66
Jason Kidd,9.66
Chucky Atkins,9.64
Nick Van Exel,9.64
Deron Williams,9.63
Devin Harris,9.63
Gary Payton,9.62
Rasual Butler,9.62
Al Harrington,9.59
Joe Smith,9.56
Ricky Davis,9.56
Jamal Crawford,9.55
Lorenzen Wright,9.55
Jermaine O'Neal,9.52
Kirk Hinrich,9.52
Mickael Pietrus,9.52
Channing Frye,9.51
Juan Dixon,9.51
Luol Deng,9.51
Caron Butler,9.5
Derek Fisher,9.5
Sam Cassell,9.5
Fred Jones,9.46
Bobby Jackson,9.45
Bonzi Wells,9.45
JR Smith,9.45
Stephon Marbury,9.45
Vince Carter,9.44
Trenton Hassell,9.43
Jared Jeffries,9.42
Jalen Rose,9.4
Jarrett Jack,9.4
Marc Jackson,9.4
Andre Miller,9.39
Maurice Taylor,9.39
Nate Robinson,9.38
Jamaal Magloire,9.37
Cuttino Mobley,9.35
Devean George,9.35
Troy Murphy,9.35
Damien Wilkins,9.34
Jarvis Hayes,9.33
Allen Iverson,9.32
Marcus Camby,9.32
Darius Miles,9.31
Voshon Lenard,9.3
Jannero Pargo,9.29
Monta Ellis,9.27
Stephen Jackson,9.26
DeShawn Stevenson,9.23
P.J. Brown,9.23
Juwan Howard,9.22
Keyon Dooling,9.22
Chris Paul,9.2
Damon Stoudamire,9.2
Gordan Giricek,9.2
Francisco Garcia,9.18
Travis Outlaw,9.15
Earl Boykins,9.14
Keith Bogans,9.14
Marvin Williams,9.1
Steve Francis,9.06
Mike Dunleavy,9.05
Zaza Pachulia,9.05
Baron Davis,9.03
Kareem Rush,9.01
Rafer Alston,9.0
Metta World Peace,8.99
Michael Sweetney,8.99
Josh Smith,8.98
Jeff McInnis,8.96
Flip Murray,8.95
Raymond Felton,8.94
Sebastian Telfair,8.94
Luke Ridnour,8.92
Michael Olowokandi,8.9
John Salmons,8.89
Tracy McGrady,8.87
Zach Randolph,8.87
Troy Hudson,8.84
Chris Webber,8.82
Marko Jaric,8.8
Antonio Daniels,8.78
Larry Hughes,8.78
T.J. Ford,8.77
Jake Voskuhl,8.75
Devin Brown,8.71
Bernard Robinson,8.68
Jerry Stackhouse,8.65
Jamaal Tinsley,8.57
Milt Palacio,8.57
Shaun Livingston,8.56
Quentin Richardson,8.55
Speedy Claxton,8.52
Derek Anderson,8.5
Emeka Okafor,8.29
Sean May,8.2
Desmond Mason,8.0
Brevin Knight,7.98
Keith McLeod,7.82
Eddie Griffin,7.5
