PLAYER,ESV
Jelani McCoy,9.78
Anthony Mason,9.76
Cuttino Mobley,9.73
Larry Hughes,9.73
Shareef Abdur-Rahim,9.73
Rashard Lewis,9.72
Earl Watson,9.71
Jermaine O'Neal,9.71
Jim Jackson,9.71
Kobe Bryant,9.71
Anthony Peeler,9.7
Tyronn Lue,9.7
Ben Wallace,9.69
Walt Williams,9.69
Corey Maggette,9.67
Jamaal Magloire,9.67
Nick Van Exel,9.66
Stromile Swift,9.66
Greg Buckner,9.65
Kurt Thomas,9.65
Baron Davis,9.62
Shammond Williams,9.6
J.R. Bremer,9.57
Troy Hudson,9.57
Amar'e Stoudemire,9.55
Donyell Marshall,9.55
Gilbert Arenas,9.55
Michael Finley,9.52
Eric Williams,9.5
Jonathan Bender,9.5
Scottie Pippen,9.5
Kenyon Martin,9.48
Dion Glover,9.47
Jason Williams,9.47
Vlade Divac,9.47
Lamar Odom,9.46
Darrell Armstrong,9.45
Derrick Coleman,9.43
Steve Francis,9.43
Gary Payton,9.42
Casey Jacobsen,9.41
Glenn Robinson,9.39
Metta World Peace,9.39
Keyon Dooling,9.38
Stephon Marbury,9.38
Anfernee Hardaway,9.37
Marko Jaric,9.37
Jamal Crawford,9.36
Jason Richardson,9.35
Marcus Fizer,9.35
David Robinson,9.34
Mehmet Okur,9.34
Drew Gooden,9.33
Smush Parker,9.33
Jason Kidd,9.32
Kenny Thomas,9.31
Theo Ratliff,9.29
Alvin Williams,9.28
Mike Dunleavy,9.28
Bonzi Wells,9.27
Chris Webber,9.26
Latrell Sprewell,9.26
Karl Malone,9.25
Voshon Lenard,9.24
Earl Boykins,9.22
Jamal Mashburn,9.21
Joe Smith,9.21
Bob Sura,9.2
Hedo Turkoglu,9.2
Aaron McKie,9.19
Desmond Mason,9.19
Malik Rose,9.18
James Posey,9.17
Chucky Atkins,9.16
Jacque Vaughn,9.16
Rodney Rogers,9.15
Eric Snow,9.13
Aaron Williams,9.11
Corliss Williamson,9.11
Paul Pierce,9.11
Richard Hamilton,9.11
Lucious Harris,9.09
Troy Murphy,9.09
Kevin Ollie,9.07
Lorenzen Wright,9.06
Jeff McInnis,9.03
Michael Jordan,9.01
Morris Peterson,9.01
Steven Smith,9.01
Clar. Weatherspoon,9.0
Juwan Howard,9.0
Kwame Brown,9.0
Devean George,8.98
Jalen Rose,8.98
Antoine Walker,8.97
Scott Padgett,8.97
Jay Williams,8.94
Donnell Harvey,8.92
Joe Johnson,8.92
Clifford Robinson,8.89
Al Harrington,8.88
Lee Nailon,8.87
Eddie Griffin,8.86
Zydrunas Ilgauskas,8.86
Mike Batiste,8.85
Robert Horry,8.82
Kendall Gill,8.81
Jamaal Tinsley,8.77
Jerry Stackhouse,8.77
Ricky Davis,8.74
Rod Strickland,8.74
Caron Butler,8.71
Allen Iverson,8.7
Eddie House,8.68
Maurice Taylor,8.67
Vladimir Stepania,8.65
Mike James,8.64
Chris Whitney,8.63
Predrag Drobnjak,8.62
Quentin Richardson,8.62
Travis Best,8.61
Kenny Anderson,8.59
Rodney White,8.59
Damon Stoudamire,8.55
Juan Dixon,8.54
Malik Allen,8.54
Michael Olowokandi,8.53
Tyrone Hill,8.46
Andre Miller,8.45
LaPhonso Ellis,8.44
Shawn Kemp,8.39
Vincent Yarbrough,8.39
Darius Miles,8.31
Marcus Camby,8.29
Dajuan Wagner,8.26
Rasual Butler,8.19
Lindsey Hunter,8.18
Ron Mercer,8.17
Antonio Davis,8.15
Courtney Alexander,8.13
Chris Mills,8.05
Chris Mihm,8.02
Elden Campbell,7.96
Junior Harrington,7.53
Dikembe Mutombo,7.48
Nikoloz Tskitishvili,6.77
Kenny Satterfield,6.09
