PLAYER,ESV
Dorian Finney-Smith,10.2
Jordan Clarkson,10.2
Josh Hart,10.2
Jae Crowder,10.19
Kelly Oubre Jr.,10.19
Nik Stauskas,10.19
Luke Kornet,10.17
Aaron Gordon,10.16
Mike Conley,10.16
Wesley Matthews,10.16
Marc Gasol,10.15
Lauri Markkanen,10.14
Michael Kidd-Gilchrist,10.14
Chris Paul,10.13
Damyean Dotson,10.13
Furkan Korkmaz,10.13
Reggie Jackson,10.13
Jayson Tatum,10.12
James Johnson,10.11
Harry Giles III,10.09
Bobby Portis,10.08
Cedi Osman,10.08
D.J. Wilson,10.08
Harrison Barnes,10.08
Langston Galloway,10.08
Sam Dekker,10.08
Draymond Green,10.07
Luka Doncic,10.07
Allen Crabbe,10.06
Fred VanVleet,10.06
Jamal Murray,10.02
Omari Spellman,10.02
Jimmy Butler,10.01
Michael Beasley,10.01
Matthew Dellavedova,10.0
Trevor Ariza,10.0
Isaiah Canaan,9.97
Jeremy Lamb,9.97
Jonathan Isaac,9.97
Justise Winslow,9.97
Bogdan Bogdanovic,9.96
Austin Rivers,9.95
Rodney Hood,9.95
De'Aaron Fox,9.94
Tyler Johnson,9.94
Allonzo Trier,9.93
MarShon Brooks,9.92
Frank Jackson,9.89
Donovan Mitchell,9.88
Wendell Carter Jr.,9.87
Josh Richardson,9.86
Markieff Morris,9.86
Emmanuel Mudiay,9.84
Rodney McGruder,9.84
Justin Holiday,9.83
John Wall,9.82
Alex Abrines,9.81
Jeremy Lin,9.81
Gary Harris,9.8
Tyler Dorsey,9.79
Lonzo Ball,9.75
Victor Oladipo,9.73
DeAndre' Bembry,9.72
DeMarre Carroll,9.71
Trey Burke,9.7
Aaron Holiday,9.69
Delon Wright,9.69
Malik Monk,9.69
Cameron Payne,9.67
DeMar DeRozan,9.65
Iman Shumpert,9.65
Avery Bradley,9.64
Ian Clark,9.64
Kevin Love,9.63
Trae Young,9.62
Dennis Smith Jr.,9.61
Collin Sexton,9.59
Terry Rozier,9.59
Goran Dragic,9.58
Kenrich Williams,9.57
Tony Parker,9.57
Caris LeVert,9.56
Dwyane Wade,9.55
Elfrid Payton,9.54
Shabazz Napier,9.53
Devin Harris,9.52
Will Barton,9.52
Kent Bazemore,9.51
Tim Hardaway Jr.,9.51
Jamal Crawford,9.49
Alec Burks,9.48
Grayson Allen,9.47
Trey Lyles,9.44
Dennis Schroder,9.43
Lou Williams,9.43
Timothe Luwawu-Cabarrot,9.41
CJ Miles,9.38
Evan Turner,9.38
Ish Smith,9.37
J.J. Barea,9.37
Russell Westbrook,9.36
Antonio Blakeney,9.34
Jeff Teague,9.31
Wayne Selden,9.31
Tyus Jones,9.3
Rajon Rondo,9.29
Keita Bates-Diop,9.28
Cory Joseph,9.26
Shaquille Harrison,9.26
Shelvin Mack,9.25
Stanley Johnson,9.25
Andrew Wiggins,9.2
Elie Okobo,9.19
Ricky Rubio,9.19
Kris Dunn,9.18
Dante Exum,9.17
Brandon Knight,9.16
Josh Jackson,9.13
Mario Hezonja,9.11
Chandler Parsons,9.08
De'Anthony Melton,9.02
Dirk Nowitzki,8.9
Tyreke Evans,8.9
Josh Okogie,8.87
Kevin Knox,8.78
Treveon Graham,8.68
Jonathon Simmons,8.49
Rondae Hollis-Jefferson,8.41
Jerryd Bayless,8.38
Frank Ntilikina,7.88
